contact_id,customer_id,contact_date,channel,proposed_product,result,employee_id,note
H000391,C00159,2025-05-23,メール,一時払い保険,検討中,E005,一時払い保険を提案。前向きな反応。
H000392,C00159,2026-04-19,訪問,相続コンサル,再訪問予定,E005,相続コンサルを提案。前向きな反応。
H000393,C00160,2026-02-10,訪問,国内債券,成約,E035,国内債券を提案。前向きな反応。
H000394,C00161,2025-06-08,メール,一時払い保険,見送り,E021,一時払い保険を提案。反応は限定的。
H000395,C00162,2025-12-21,訪問,外貨預金,情報提供のみ,E010,外貨預金を提案。前向きな反応。
H000396,C00163,2025-11-04,オンライン面談,NISA,見送り,E009,NISAを提案。反応は限定的。
H000397,C00163,2025-05-10,訪問,ファンドラップ,見送り,E009,ファンドラップを提案。反応は限定的。
H000398,C00163,2025-07-01,訪問,NISA,再訪問予定,E009,NISAを提案。前向きな反応。
H000399,C00163,2025-06-08,電話,外貨預金,再訪問予定,E009,外貨預金を提案。前向きな反応。
H000400,C00165,2026-06-16,メール,一時払い保険,再訪問予定,E081,一時払い保険を提案。前向きな反応。
H000401,C00165,2026-02-12,訪問,外貨預金,見送り,E081,外貨預金を提案。反応は限定的。
H000402,C00165,2026-01-22,電話,外貨預金,情報提供のみ,E081,外貨預金を提案。前向きな反応。
H000403,C00165,2026-02-01,来店,外国債券,成約,E081,外国債券を提案。前向きな反応。
H000404,C00167,2025-12-04,メール,外国債券,見送り,E049,外国債券を提案。反応は限定的。
H000405,C00167,2025-04-04,電話,外貨預金,成約,E049,外貨預金を提案。前向きな反応。
H000406,C00168,2026-06-25,来店,相続コンサル,成約,E076,相続コンサルを提案。前向きな反応。
H000407,C00169,2026-05-21,来店,相続コンサル,再訪問予定,E014,相続コンサルを提案。前向きな反応。
H000408,C00169,2025-09-18,訪問,外貨預金,情報提供のみ,E014,外貨預金を提案。前向きな反応。
H000409,C00169,2025-08-29,訪問,一時払い保険,検討中,E014,一時払い保険を提案。前向きな反応。
H000410,C00169,2025-05-23,メール,NISA,検討中,E014,NISAを提案。前向きな反応。
H000411,C00169,2025-07-26,電話,外国債券,成約,E014,外国債券を提案。前向きな反応。
H000412,C00171,2026-03-28,オンライン面談,ファンドラップ,情報提供のみ,E001,ファンドラップを提案。前向きな反応。
H000413,C00171,2025-09-14,来店,外国債券,再訪問予定,E001,外国債券を提案。前向きな反応。
H000414,C00172,2025-04-15,来店,投資信託,検討中,E034,投資信託を提案。前向きな反応。
H000415,C00173,2026-02-16,来店,外国債券,再訪問予定,E063,外国債券を提案。前向きな反応。
H000416,C00173,2025-11-04,メール,NISA,情報提供のみ,E063,NISAを提案。前向きな反応。
H000417,C00173,2025-08-18,オンライン面談,ファンドラップ,成約,E063,ファンドラップを提案。前向きな反応。
H000418,C00173,2025-04-24,訪問,相続コンサル,情報提供のみ,E063,相続コンサルを提案。前向きな反応。
H000419,C00173,2025-05-08,メール,国内債券,情報提供のみ,E063,国内債券を提案。前向きな反応。
H000420,C00174,2026-04-28,来店,外貨預金,再訪問予定,E045,外貨預金を提案。前向きな反応。
H000421,C00174,2025-07-20,訪問,一時払い保険,検討中,E045,一時払い保険を提案。前向きな反応。
H000422,C00174,2025-11-12,メール,ファンドラップ,成約,E045,ファンドラップを提案。前向きな反応。
H000423,C00174,2026-03-22,電話,NISA,成約,E045,NISAを提案。前向きな反応。
H000424,C00175,2026-03-19,電話,一時払い保険,再訪問予定,E077,一時払い保険を提案。前向きな反応。
H000425,C00176,2024-10-10,電話,投資信託,情報提供のみ,E066,投資信託を提案。前向きな反応。
H000426,C00177,2026-03-12,メール,外貨預金,成約,E071,外貨預金を提案。前向きな反応。
H000427,C00178,2026-05-03,来店,投資信託,検討中,E038,投資信託を提案。前向きな反応。
H000428,C00178,2025-05-29,メール,ファンドラップ,見送り,E038,ファンドラップを提案。反応は限定的。
H000429,C00178,2025-05-14,メール,投資信託,成約,E038,投資信託を提案。前向きな反応。
H000430,C00179,2026-03-10,電話,外貨預金,検討中,E012,外貨預金を提案。前向きな反応。
H000431,C00179,2025-05-16,来店,外国債券,情報提供のみ,E012,外国債券を提案。前向きな反応。
H000432,C00179,2025-04-10,来店,相続コンサル,検討中,E012,相続コンサルを提案。前向きな反応。
H000433,C00179,2025-10-15,来店,相続コンサル,検討中,E012,相続コンサルを提案。前向きな反応。
H000434,C00179,2026-02-19,訪問,一時払い保険,情報提供のみ,E012,一時払い保険を提案。前向きな反応。
H000435,C00180,2025-11-12,電話,NISA,情報提供のみ,E040,NISAを提案。前向きな反応。
H000436,C00181,2026-05-27,オンライン面談,外貨預金,検討中,E010,外貨預金を提案。前向きな反応。
H000437,C00182,2025-10-30,メール,NISA,再訪問予定,E074,NISAを提案。前向きな反応。
H000438,C00182,2024-10-10,電話,一時払い保険,検討中,E074,一時払い保険を提案。前向きな反応。
H000439,C00183,2025-11-13,オンライン面談,一時払い保険,成約,E036,一時払い保険を提案。前向きな反応。
H000440,C00183,2025-11-05,電話,NISA,見送り,E036,NISAを提案。反応は限定的。
H000441,C00183,2025-09-19,電話,一時払い保険,情報提供のみ,E036,一時払い保険を提案。前向きな反応。
H000442,C00184,2026-08-06,電話,一時払い保険,検討中,E064,一時払い保険を提案。前向きな反応。
H000443,C00185,2026-01-04,来店,国内債券,再訪問予定,E013,国内債券を提案。前向きな反応。
H000444,C00185,2025-05-30,メール,NISA,情報提供のみ,E013,NISAを提案。前向きな反応。
H000445,C00185,2025-12-30,メール,ファンドラップ,成約,E013,ファンドラップを提案。前向きな反応。
H000446,C00186,2025-10-09,オンライン面談,NISA,再訪問予定,E028,NISAを提案。前向きな反応。
H000447,C00186,2025-05-01,電話,投資信託,成約,E028,投資信託を提案。前向きな反応。
H000448,C00186,2024-11-15,訪問,一時払い保険,成約,E028,一時払い保険を提案。前向きな反応。
H000449,C00187,2024-10-21,電話,外貨預金,情報提供のみ,E067,外貨預金を提案。前向きな反応。
H000450,C00188,2026-04-19,来店,一時払い保険,検討中,E058,一時払い保険を提案。前向きな反応。
H000451,C00189,2026-07-25,電話,外貨預金,検討中,E046,外貨預金を提案。前向きな反応。
H000452,C00190,2024-12-12,来店,国内債券,見送り,E080,国内債券を提案。反応は限定的。
H000453,C00190,2024-09-20,電話,外国債券,見送り,E080,外国債券を提案。反応は限定的。
H000454,C00190,2024-06-04,来店,相続コンサル,情報提供のみ,E080,相続コンサルを提案。前向きな反応。
H000455,C00191,2026-01-18,訪問,相続コンサル,再訪問予定,E035,相続コンサルを提案。前向きな反応。
H000456,C00191,2025-11-27,メール,相続コンサル,検討中,E035,相続コンサルを提案。前向きな反応。
H000457,C00191,2025-09-07,メール,国内債券,見送り,E035,国内債券を提案。反応は限定的。
H000458,C00191,2025-03-17,電話,外貨預金,成約,E035,外貨預金を提案。前向きな反応。
H000459,C00191,2025-07-18,オンライン面談,一時払い保険,見送り,E035,一時払い保険を提案。反応は限定的。
H000460,C00192,2025-11-13,メール,外国債券,見送り,E078,外国債券を提案。反応は限定的。
H000461,C00192,2025-10-12,電話,外国債券,見送り,E078,外国債券を提案。反応は限定的。
H000462,C00194,2026-02-23,メール,ファンドラップ,再訪問予定,E040,ファンドラップを提案。前向きな反応。
H000463,C00194,2025-10-02,訪問,外国債券,情報提供のみ,E040,外国債券を提案。前向きな反応。
H000464,C00194,2025-06-20,電話,一時払い保険,検討中,E040,一時払い保険を提案。前向きな反応。
H000465,C00194,2025-01-26,来店,外国債券,成約,E040,外国債券を提案。前向きな反応。
H000466,C00194,2026-01-11,来店,投資信託,成約,E040,投資信託を提案。前向きな反応。
H000467,C00195,2025-11-28,来店,一時払い保険,再訪問予定,E027,一時払い保険を提案。前向きな反応。
H000468,C00195,2024-12-11,オンライン面談,ファンドラップ,再訪問予定,E027,ファンドラップを提案。前向きな反応。
H000469,C00195,2024-11-13,オンライン面談,投資信託,再訪問予定,E027,投資信託を提案。前向きな反応。
H000470,C00198,2025-08-27,来店,一時払い保険,見送り,E001,一時払い保険を提案。反応は限定的。
H000471,C00198,2025-02-28,来店,外貨預金,再訪問予定,E001,外貨預金を提案。前向きな反応。
H000472,C00199,2025-10-15,訪問,国内債券,検討中,E052,国内債券を提案。前向きな反応。
H000473,C00200,2025-11-02,電話,相続コンサル,情報提供のみ,E043,相続コンサルを提案。前向きな反応。
H000474,C00201,2026-04-09,電話,一時払い保険,見送り,E007,一時払い保険を提案。反応は限定的。
H000475,C00201,2026-01-06,電話,投資信託,検討中,E007,投資信託を提案。前向きな反応。
H000476,C00201,2025-11-12,電話,外国債券,成約,E007,外国債券を提案。前向きな反応。
H000477,C00201,2026-01-09,メール,NISA,再訪問予定,E007,NISAを提案。前向きな反応。
H000478,C00201,2025-11-27,オンライン面談,ファンドラップ,情報提供のみ,E007,ファンドラップを提案。前向きな反応。
H000479,C00202,2026-05-10,来店,一時払い保険,成約,E068,一時払い保険を提案。前向きな反応。
H000480,C00203,2026-03-20,訪問,相続コンサル,情報提供のみ,E061,相続コンサルを提案。前向きな反応。
H000481,C00203,2026-03-11,訪問,相続コンサル,見送り,E061,相続コンサルを提案。反応は限定的。
H000482,C00204,2024-10-15,訪問,投資信託,見送り,E040,投資信託を提案。反応は限定的。
H000483,C00204,2024-10-05,電話,投資信託,情報提供のみ,E040,投資信託を提案。前向きな反応。
H000484,C00204,2023-12-06,メール,NISA,成約,E040,NISAを提案。前向きな反応。
H000485,C00205,2026-05-12,メール,相続コンサル,検討中,E036,相続コンサルを提案。前向きな反応。
H000486,C00205,2025-05-18,電話,ファンドラップ,検討中,E036,ファンドラップを提案。前向きな反応。
H000487,C00206,2026-05-02,電話,NISA,検討中,E042,NISAを提案。前向きな反応。
H000488,C00206,2025-12-16,電話,相続コンサル,情報提供のみ,E042,相続コンサルを提案。前向きな反応。
H000489,C00206,2025-09-02,訪問,外国債券,成約,E042,外国債券を提案。前向きな反応。
H000490,C00206,2025-10-31,オンライン面談,外国債券,成約,E042,外国債券を提案。前向きな反応。
H000491,C00206,2026-03-22,メール,NISA,見送り,E042,NISAを提案。反応は限定的。
H000492,C00207,2025-10-12,電話,投資信託,見送り,E001,投資信託を提案。反応は限定的。
H000493,C00208,2025-08-11,電話,外国債券,見送り,E078,外国債券を提案。反応は限定的。
H000494,C00208,2025-06-13,来店,NISA,情報提供のみ,E078,NISAを提案。前向きな反応。
H000495,C00208,2024-07-14,メール,一時払い保険,成約,E078,一時払い保険を提案。前向きな反応。
H000496,C00208,2024-10-13,訪問,NISA,再訪問予定,E078,NISAを提案。前向きな反応。
H000497,C00209,2025-04-08,メール,一時払い保険,見送り,E041,一時払い保険を提案。反応は限定的。
H000498,C00209,2024-08-14,電話,ファンドラップ,検討中,E041,ファンドラップを提案。前向きな反応。
H000499,C00209,2024-05-25,訪問,外国債券,成約,E041,外国債券を提案。前向きな反応。
H000500,C00210,2026-07-10,訪問,外貨預金,見送り,E076,外貨預金を提案。反応は限定的。
H000501,C00210,2026-06-27,オンライン面談,NISA,成約,E076,NISAを提案。前向きな反応。
H000502,C00210,2026-03-28,来店,一時払い保険,見送り,E076,一時払い保険を提案。反応は限定的。
H000503,C00212,2025-10-28,オンライン面談,一時払い保険,再訪問予定,E078,一時払い保険を提案。前向きな反応。
H000504,C00212,2025-08-09,来店,国内債券,成約,E078,国内債券を提案。前向きな反応。
H000505,C00213,2025-12-13,電話,国内債券,見送り,E041,国内債券を提案。反応は限定的。
H000506,C00214,2025-11-29,来店,NISA,見送り,E060,NISAを提案。反応は限定的。
H000507,C00214,2025-04-21,オンライン面談,ファンドラップ,見送り,E060,ファンドラップを提案。反応は限定的。
H000508,C00215,2026-03-18,来店,国内債券,再訪問予定,E037,国内債券を提案。前向きな反応。
H000509,C00215,2026-01-21,オンライン面談,NISA,検討中,E037,NISAを提案。前向きな反応。
H000510,C00215,2025-06-16,来店,ファンドラップ,検討中,E037,ファンドラップを提案。前向きな反応。
H000511,C00216,2025-07-29,電話,投資信託,成約,E005,投資信託を提案。前向きな反応。
H000512,C00216,2025-01-12,電話,相続コンサル,検討中,E005,相続コンサルを提案。前向きな反応。
H000513,C00217,2025-12-15,電話,NISA,見送り,E036,NISAを提案。反応は限定的。
H000514,C00217,2024-11-13,メール,ファンドラップ,検討中,E036,ファンドラップを提案。前向きな反応。
H000515,C00217,2025-05-25,訪問,国内債券,見送り,E036,国内債券を提案。反応は限定的。
H000516,C00217,2024-12-10,電話,一時払い保険,検討中,E036,一時払い保険を提案。前向きな反応。
H000517,C00218,2025-12-04,オンライン面談,外国債券,再訪問予定,E042,外国債券を提案。前向きな反応。
H000518,C00219,2026-06-04,電話,国内債券,成約,E032,国内債券を提案。前向きな反応。
H000519,C00219,2026-05-27,訪問,国内債券,成約,E032,国内債券を提案。前向きな反応。
H000520,C00219,2026-03-13,オンライン面談,外貨預金,見送り,E032,外貨預金を提案。反応は限定的。
H000521,C00221,2025-12-12,オンライン面談,国内債券,成約,E001,国内債券を提案。前向きな反応。
H000522,C00221,2025-02-01,メール,外国債券,再訪問予定,E001,外国債券を提案。前向きな反応。
H000523,C00221,2025-05-18,オンライン面談,外貨預金,見送り,E001,外貨預金を提案。反応は限定的。
H000524,C00221,2025-03-18,来店,外国債券,見送り,E001,外国債券を提案。反応は限定的。
H000525,C00221,2025-09-02,来店,投資信託,成約,E001,投資信託を提案。前向きな反応。
H000526,C00222,2025-06-28,メール,投資信託,再訪問予定,E009,投資信託を提案。前向きな反応。
H000527,C00222,2024-06-12,電話,投資信託,成約,E009,投資信託を提案。前向きな反応。
H000528,C00223,2026-05-09,電話,NISA,成約,E044,NISAを提案。前向きな反応。
H000529,C00223,2025-10-19,電話,国内債券,成約,E044,国内債券を提案。前向きな反応。
H000530,C00224,2026-07-25,訪問,外国債券,検討中,E056,外国債券を提案。前向きな反応。
H000531,C00224,2025-10-27,電話,投資信託,情報提供のみ,E056,投資信託を提案。前向きな反応。
H000532,C00224,2025-10-15,電話,ファンドラップ,情報提供のみ,E056,ファンドラップを提案。前向きな反応。
H000533,C00224,2025-09-13,電話,投資信託,成約,E056,投資信託を提案。前向きな反応。
H000534,C00224,2026-01-03,オンライン面談,ファンドラップ,成約,E056,ファンドラップを提案。前向きな反応。
H000535,C00225,2025-07-26,メール,一時払い保険,情報提供のみ,E022,一時払い保険を提案。前向きな反応。
H000536,C00225,2025-04-27,オンライン面談,一時払い保険,情報提供のみ,E022,一時払い保険を提案。前向きな反応。
H000537,C00225,2024-11-12,オンライン面談,ファンドラップ,再訪問予定,E022,ファンドラップを提案。前向きな反応。
H000538,C00226,2026-04-30,メール,ファンドラップ,情報提供のみ,E010,ファンドラップを提案。前向きな反応。
H000539,C00228,2025-03-11,来店,ファンドラップ,検討中,E041,ファンドラップを提案。前向きな反応。
H000540,C00228,2024-07-22,来店,一時払い保険,見送り,E041,一時払い保険を提案。反応は限定的。
H000541,C00229,2025-07-16,来店,投資信託,情報提供のみ,E067,投資信託を提案。前向きな反応。
H000542,C00229,2025-04-10,電話,外国債券,成約,E067,外国債券を提案。前向きな反応。
H000543,C00230,2025-01-28,オンライン面談,外国債券,検討中,E074,外国債券を提案。前向きな反応。
H000544,C00231,2025-11-30,電話,NISA,情報提供のみ,E078,NISAを提案。前向きな反応。
H000545,C00231,2025-04-08,オンライン面談,国内債券,見送り,E078,国内債券を提案。反応は限定的。
H000546,C00231,2025-06-17,来店,ファンドラップ,情報提供のみ,E078,ファンドラップを提案。前向きな反応。
H000547,C00231,2025-03-29,メール,ファンドラップ,成約,E078,ファンドラップを提案。前向きな反応。
H000548,C00233,2025-08-12,訪問,外国債券,成約,E047,外国債券を提案。前向きな反応。
H000549,C00233,2024-11-10,オンライン面談,国内債券,情報提供のみ,E047,国内債券を提案。前向きな反応。
H000550,C00233,2025-03-29,電話,国内債券,見送り,E047,国内債券を提案。反応は限定的。
H000551,C00233,2024-12-16,オンライン面談,相続コンサル,情報提供のみ,E047,相続コンサルを提案。前向きな反応。
H000552,C00233,2025-06-14,メール,国内債券,検討中,E047,国内債券を提案。前向きな反応。
H000553,C00234,2026-01-15,オンライン面談,一時払い保険,見送り,E024,一時払い保険を提案。反応は限定的。
H000554,C00234,2025-08-15,訪問,相続コンサル,成約,E024,相続コンサルを提案。前向きな反応。
H000555,C00234,2025-02-04,来店,外国債券,再訪問予定,E024,外国債券を提案。前向きな反応。
H000556,C00234,2025-07-07,訪問,ファンドラップ,見送り,E024,ファンドラップを提案。反応は限定的。
H000557,C00235,2025-03-23,訪問,国内債券,検討中,E035,国内債券を提案。前向きな反応。
H000558,C00236,2026-05-05,訪問,外国債券,検討中,E003,外国債券を提案。前向きな反応。
H000559,C00236,2026-01-11,オンライン面談,外貨預金,再訪問予定,E003,外貨預金を提案。前向きな反応。
H000560,C00236,2025-06-18,来店,相続コンサル,再訪問予定,E003,相続コンサルを提案。前向きな反応。
H000561,C00237,2025-10-25,オンライン面談,投資信託,検討中,E074,投資信託を提案。前向きな反応。
H000562,C00238,2025-12-17,電話,ファンドラップ,検討中,E003,ファンドラップを提案。前向きな反応。
H000563,C00238,2025-07-15,来店,相続コンサル,見送り,E003,相続コンサルを提案。反応は限定的。
H000564,C00238,2025-05-29,メール,投資信託,見送り,E003,投資信託を提案。反応は限定的。
H000565,C00238,2025-03-09,オンライン面談,相続コンサル,検討中,E003,相続コンサルを提案。前向きな反応。
H000566,C00238,2025-01-03,メール,外貨預金,見送り,E003,外貨預金を提案。反応は限定的。
H000567,C00239,2025-03-20,オンライン面談,外貨預金,見送り,E042,外貨預金を提案。反応は限定的。
H000568,C00239,2025-02-10,オンライン面談,一時払い保険,情報提供のみ,E042,一時払い保険を提案。前向きな反応。
H000569,C00239,2024-07-05,訪問,国内債券,見送り,E042,国内債券を提案。反応は限定的。
H000570,C00240,2026-03-23,メール,NISA,成約,E002,NISAを提案。前向きな反応。
H000571,C00241,2025-04-08,オンライン面談,国内債券,情報提供のみ,E010,国内債券を提案。前向きな反応。
H000572,C00241,2024-11-10,オンライン面談,投資信託,見送り,E010,投資信託を提案。反応は限定的。
H000573,C00241,2024-10-29,来店,外国債券,見送り,E010,外国債券を提案。反応は限定的。
H000574,C00242,2026-01-28,来店,NISA,情報提供のみ,E066,NISAを提案。前向きな反応。
H000575,C00242,2025-11-29,来店,外国債券,検討中,E066,外国債券を提案。前向きな反応。
H000576,C00242,2025-06-08,来店,ファンドラップ,検討中,E066,ファンドラップを提案。前向きな反応。
H000577,C00242,2025-04-20,オンライン面談,投資信託,成約,E066,投資信託を提案。前向きな反応。
H000578,C00243,2026-05-18,訪問,外貨預金,検討中,E038,外貨預金を提案。前向きな反応。
H000579,C00243,2026-03-26,電話,投資信託,見送り,E038,投資信託を提案。反応は限定的。
H000580,C00243,2025-08-15,オンライン面談,一時払い保険,情報提供のみ,E038,一時払い保険を提案。前向きな反応。
H000581,C00243,2026-04-27,訪問,相続コンサル,検討中,E038,相続コンサルを提案。前向きな反応。
H000582,C00244,2025-11-08,電話,相続コンサル,検討中,E013,相続コンサルを提案。前向きな反応。
H000583,C00244,2024-10-24,来店,NISA,検討中,E013,NISAを提案。前向きな反応。
H000584,C00244,2025-07-10,来店,外国債券,情報提供のみ,E013,外国債券を提案。前向きな反応。
H000585,C00244,2025-03-25,訪問,投資信託,成約,E013,投資信託を提案。前向きな反応。
H000586,C00245,2026-07-25,訪問,ファンドラップ,再訪問予定,E070,ファンドラップを提案。前向きな反応。
H000587,C00246,2026-06-26,オンライン面談,NISA,見送り,E012,NISAを提案。反応は限定的。
H000588,C00246,2026-06-18,訪問,ファンドラップ,検討中,E012,ファンドラップを提案。前向きな反応。
H000589,C00246,2025-09-14,訪問,一時払い保険,再訪問予定,E012,一時払い保険を提案。前向きな反応。
H000590,C00247,2025-09-11,訪問,ファンドラップ,検討中,E005,ファンドラップを提案。前向きな反応。
H000591,C00247,2025-08-16,オンライン面談,相続コンサル,情報提供のみ,E005,相続コンサルを提案。前向きな反応。
H000592,C00247,2025-09-02,来店,相続コンサル,成約,E005,相続コンサルを提案。前向きな反応。
H000593,C00247,2024-10-17,来店,投資信託,成約,E005,投資信託を提案。前向きな反応。
H000594,C00248,2026-01-11,訪問,国内債券,成約,E074,国内債券を提案。前向きな反応。
H000595,C00249,2026-03-19,訪問,外貨預金,成約,E013,外貨預金を提案。前向きな反応。
H000596,C00249,2025-05-19,来店,ファンドラップ,検討中,E013,ファンドラップを提案。前向きな反応。
H000597,C00250,2026-02-23,メール,ファンドラップ,再訪問予定,E059,ファンドラップを提案。前向きな反応。
H000598,C00250,2025-08-16,電話,外貨預金,情報提供のみ,E059,外貨預金を提案。前向きな反応。
H000599,C00250,2025-08-14,電話,外国債券,成約,E059,外国債券を提案。前向きな反応。
H000600,C00250,2025-08-31,オンライン面談,ファンドラップ,情報提供のみ,E059,ファンドラップを提案。前向きな反応。
H000601,C00250,2025-12-15,訪問,ファンドラップ,再訪問予定,E059,ファンドラップを提案。前向きな反応。
H000602,C00251,2024-10-07,電話,国内債券,見送り,E040,国内債券を提案。反応は限定的。
H000603,C00252,2026-04-19,電話,外貨預金,検討中,E070,外貨預金を提案。前向きな反応。
H000604,C00252,2026-04-04,訪問,相続コンサル,検討中,E070,相続コンサルを提案。前向きな反応。
H000605,C00253,2025-08-28,オンライン面談,外貨預金,再訪問予定,E080,外貨預金を提案。前向きな反応。
H000606,C00253,2025-03-15,訪問,一時払い保険,見送り,E080,一時払い保険を提案。反応は限定的。
H000607,C00254,2025-11-04,来店,一時払い保険,見送り,E009,一時払い保険を提案。反応は限定的。
H000608,C00254,2025-05-28,来店,相続コンサル,情報提供のみ,E009,相続コンサルを提案。前向きな反応。
H000609,C00255,2026-03-23,訪問,NISA,成約,E066,NISAを提案。前向きな反応。
H000610,C00256,2025-08-23,オンライン面談,投資信託,成約,E076,投資信託を提案。前向きな反応。
H000611,C00257,2026-01-28,電話,外国債券,情報提供のみ,E007,外国債券を提案。前向きな反応。
H000612,C00259,2025-10-01,電話,相続コンサル,見送り,E015,相続コンサルを提案。反応は限定的。
H000613,C00259,2025-02-26,訪問,一時払い保険,見送り,E015,一時払い保険を提案。反応は限定的。
H000614,C00260,2026-03-06,訪問,NISA,成約,E070,NISAを提案。前向きな反応。
H000615,C00260,2025-05-11,訪問,外国債券,再訪問予定,E070,外国債券を提案。前向きな反応。
H000616,C00260,2025-09-10,電話,NISA,成約,E070,NISAを提案。前向きな反応。
H000617,C00260,2026-01-06,オンライン面談,NISA,検討中,E070,NISAを提案。前向きな反応。
H000618,C00261,2025-12-18,メール,国内債券,成約,E011,国内債券を提案。前向きな反応。
H000619,C00261,2025-11-22,オンライン面談,投資信託,見送り,E011,投資信託を提案。反応は限定的。
H000620,C00261,2025-02-15,来店,外貨預金,見送り,E011,外貨預金を提案。反応は限定的。
H000621,C00262,2025-09-15,メール,一時払い保険,情報提供のみ,E074,一時払い保険を提案。前向きな反応。
H000622,C00262,2024-10-24,電話,NISA,情報提供のみ,E074,NISAを提案。前向きな反応。
H000623,C00263,2026-01-05,オンライン面談,外貨預金,成約,E080,外貨預金を提案。前向きな反応。
H000624,C00263,2025-05-14,来店,NISA,見送り,E080,NISAを提案。反応は限定的。
H000625,C00264,2024-12-14,オンライン面談,相続コンサル,検討中,E012,相続コンサルを提案。前向きな反応。
H000626,C00264,2024-07-19,オンライン面談,一時払い保険,成約,E012,一時払い保険を提案。前向きな反応。
H000627,C00264,2024-08-18,メール,投資信託,検討中,E012,投資信託を提案。前向きな反応。
H000628,C00266,2026-01-14,来店,国内債券,再訪問予定,E009,国内債券を提案。前向きな反応。
H000629,C00267,2025-09-22,オンライン面談,外国債券,検討中,E067,外国債券を提案。前向きな反応。
H000630,C00268,2025-05-13,メール,外国債券,情報提供のみ,E001,外国債券を提案。前向きな反応。
H000631,C00269,2026-07-14,訪問,外国債券,検討中,E035,外国債券を提案。前向きな反応。
H000632,C00269,2025-11-13,電話,投資信託,検討中,E035,投資信託を提案。前向きな反応。
H000633,C00269,2025-10-03,メール,外国債券,検討中,E035,外国債券を提案。前向きな反応。
H000634,C00269,2026-06-12,訪問,外国債券,成約,E035,外国債券を提案。前向きな反応。
H000635,C00270,2026-03-14,メール,NISA,再訪問予定,E017,NISAを提案。前向きな反応。
H000636,C00270,2025-11-26,訪問,一時払い保険,検討中,E017,一時払い保険を提案。前向きな反応。
H000637,C00270,2025-06-25,来店,国内債券,見送り,E017,国内債券を提案。反応は限定的。
H000638,C00270,2026-01-19,訪問,ファンドラップ,再訪問予定,E017,ファンドラップを提案。前向きな反応。
H000639,C00270,2025-12-08,訪問,外貨預金,情報提供のみ,E017,外貨預金を提案。前向きな反応。
H000640,C00271,2026-07-04,メール,相続コンサル,再訪問予定,E068,相続コンサルを提案。前向きな反応。
H000641,C00271,2026-04-12,オンライン面談,ファンドラップ,見送り,E068,ファンドラップを提案。反応は限定的。
H000642,C00271,2026-06-01,訪問,一時払い保険,成約,E068,一時払い保険を提案。前向きな反応。
H000643,C00272,2026-06-09,オンライン面談,外貨預金,情報提供のみ,E046,外貨預金を提案。前向きな反応。
H000644,C00272,2025-07-22,メール,外貨預金,情報提供のみ,E046,外貨預金を提案。前向きな反応。
H000645,C00272,2025-12-17,来店,投資信託,再訪問予定,E046,投資信託を提案。前向きな反応。
H000646,C00274,2025-10-17,オンライン面談,NISA,検討中,E010,NISAを提案。前向きな反応。
H000647,C00274,2024-12-26,来店,一時払い保険,再訪問予定,E010,一時払い保険を提案。前向きな反応。
H000648,C00274,2024-11-01,訪問,外国債券,成約,E010,外国債券を提案。前向きな反応。
H000649,C00274,2025-09-04,オンライン面談,ファンドラップ,見送り,E010,ファンドラップを提案。反応は限定的。
H000650,C00275,2026-03-23,電話,外貨預金,検討中,E078,外貨預金を提案。前向きな反応。
H000651,C00275,2025-03-12,オンライン面談,外貨預金,見送り,E078,外貨預金を提案。反応は限定的。
H000652,C00276,2025-10-07,メール,NISA,検討中,E049,NISAを提案。前向きな反応。
H000653,C00276,2024-12-24,訪問,相続コンサル,検討中,E049,相続コンサルを提案。前向きな反応。
H000654,C00276,2024-10-09,オンライン面談,NISA,再訪問予定,E049,NISAを提案。前向きな反応。
H000655,C00276,2025-08-04,オンライン面談,国内債券,情報提供のみ,E049,国内債券を提案。前向きな反応。
H000656,C00276,2025-09-11,電話,外国債券,成約,E049,外国債券を提案。前向きな反応。
H000657,C00277,2025-10-23,メール,国内債券,再訪問予定,E035,国内債券を提案。前向きな反応。
H000658,C00277,2025-05-23,オンライン面談,一時払い保険,見送り,E035,一時払い保険を提案。反応は限定的。
H000659,C00277,2025-03-06,来店,相続コンサル,成約,E035,相続コンサルを提案。前向きな反応。
H000660,C00277,2025-05-08,オンライン面談,外貨預金,情報提供のみ,E035,外貨預金を提案。前向きな反応。
H000661,C00277,2025-06-11,訪問,国内債券,再訪問予定,E035,国内債券を提案。前向きな反応。
H000662,C00278,2025-06-27,メール,外国債券,見送り,E074,外国債券を提案。反応は限定的。
H000663,C00279,2025-11-23,来店,国内債券,成約,E080,国内債券を提案。前向きな反応。
H000664,C00279,2025-08-04,来店,一時払い保険,見送り,E080,一時払い保険を提案。反応は限定的。
H000665,C00279,2025-06-02,メール,国内債券,再訪問予定,E080,国内債券を提案。前向きな反応。
H000666,C00280,2025-09-27,オンライン面談,相続コンサル,情報提供のみ,E018,相続コンサルを提案。前向きな反応。
H000667,C00280,2025-08-18,訪問,NISA,見送り,E018,NISAを提案。反応は限定的。
H000668,C00280,2025-09-16,オンライン面談,外国債券,情報提供のみ,E018,外国債券を提案。前向きな反応。
H000669,C00281,2025-12-21,オンライン面談,投資信託,検討中,E073,投資信託を提案。前向きな反応。
H000670,C00281,2025-10-07,オンライン面談,ファンドラップ,情報提供のみ,E073,ファンドラップを提案。前向きな反応。
